fips,state,county,rucc,website,website additonal,Election Results,Early Voting,Absentee Voting,Overseas Voting,Military Voting,Address Change,Poll Worker Application,Candidate Information,Election Schedule,Felon-restoration of voting rights,Sample Ballot,Track Vote By Mail,Polling Place Locations/Find your precinct,Voter ID/requirements,Voter Registration,Voter Registration Cancellation,Check Voter Registration Status,Signature Cure Form
8111,CO,San Juan County,9,https://sanjuancounty.colorado.gov/,,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
8113,CO,San Miguel County,9,https://www.sanmiguelcountyco.gov/,,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0
8115,CO,Sedgwick County,9,https://sedgwickcounty.colorado.gov/,,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0
8117,CO,Summit County,5,https://www.summitcountyco.gov/,,1,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1
8119,CO,Teller County,2,https://www.co.teller.co.us/,,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0
8121,CO,Washington County,9,https://washingtoncounty.colorado.gov/,,1,0,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0
8123,CO,Weld County,2,https://www.weld.gov/,,1,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0
8125,CO,Yuma County,7,https://yumacounty.net/,,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
