fips,state,county,rucc,website,website additonal,Election Results,Early Voting,Absentee Voting,Overseas Voting,Military Voting,Address Change,Poll Worker Application,Candidate Information,Election Schedule,Felon-restoration of voting rights,Sample Ballot,Track Vote By Mail,Polling Place Locations/Find your precinct,Voter ID/requirements,Voter Registration,Voter Registration Cancellation,Check Voter Registration Status,Signature Cure Form
47159,TN,Smith County,1,https://www.smithcountyelection.com/index.html,,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0
47161,TN,Stewart County,8,https://stewartcountyelection.com/,,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,0
47163,TN,Sullivan County,2,http://www.scelect.org/index.html,,1,0,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0
47165,TN,Sumner County,1,https://www.votesumnertn.org/,,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0
47167,TN,Tipton County,1,https://tiptonco.com/election_commission/index.php,,1,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0
47169,TN,Trousdale County,1,https://www.trousdalecountytn.gov/government/county_officials/administrator_of_elections.php,https://trousdalecountytnelections.org/,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
47171,TN,Unicoi County,3,https://unicoivotes.com/,,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0
47173,TN,Union County,2,https://www.unioncountytnvotes.com/about/,,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0
47175,TN,Van Buren County,9,https://vanburencountytn.com/index.html,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47177,TN,Warren County,6,https://www.warrencountytn.gov/index.php,,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0
47179,TN,Washington County,3,https://wcecoffice.com/,,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0
47181,TN,Wayne County,8,http://www.waynecountytn.org/,,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
47183,TN,Weakley County,7,https://www.weakleycountytn.gov/govoteweakley.html,,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
47185,TN,White County,7,https://www.whitecountyvotes.com/,,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0
47187,TN,Williamson County,1,http://www.williamsoncounty-tn.gov/,,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0
47189,TN,Wilson County,1,https://www.wilsonelections.com/,https://www.wilsoncountytn.gov/,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0
